well,channel,z-slice,SNR
G8-1,640,27,1.8703042916413934
G8-1,640,28,1.8966264747970845
G8-1,640,29,1.9249192781555136
G8-1,640,30,1.9515331043027921
G8-1,640,31,1.9789289195649682
G8-1,640,32,2.007203528372055
G8-1,640,33,2.036102204818288
G8-1,640,34,2.0707167237744244
G8-1,640,35,2.1126377426265455
G8-1,640,36,2.1615652776876075
G8-1,640,37,2.214826385313989
G8-1,640,38,2.2751810860975845
G8-1,640,39,2.3423448052254967
G8-1,640,40,2.412712044265023
G8-1,488,0,1.711991489081027
G8-1,488,1,1.2726732877713338
G8-1,488,2,0.6133421813097861
G8-1,488,3,0.5290173592802342
G8-1,488,4,0.5171548913475664
G8-1,488,5,0.4981173231705283
G8-1,488,6,0.4780729254575081
G8-1,488,7,0.46538698976349197
G8-1,488,8,0.4545146823544784
G8-1,488,9,0.4429586918900835
G8-1,488,10,0.42713000461446143
G8-1,488,11,0.4154161690070429
G8-1,488,12,0.4087042183318513
G8-1,488,13,0.4040936049088344
G8-1,488,14,0.39987464941005524
G8-1,488,15,0.3963533467114731
G8-1,488,16,0.3924311222989894
G8-1,488,17,0.3881589339541561
G8-1,488,18,0.38391110781008186
G8-1,488,19,0.3798616020504137
G8-1,488,20,0.37573070930280106
G8-1,488,21,0.3725523359915283
G8-1,488,22,0.36965370465775577
G8-1,488,23,0.367137846977076
G8-1,488,24,0.3652537496001562
G8-1,488,25,0.36358046085829765
G8-1,488,26,0.362430286162809
G8-1,488,27,0.3618056369075227
G8-1,488,28,0.3616671911483277
G8-1,488,29,0.3618320455536444
G8-1,488,30,0.3626678326129968
G8-1,488,31,0.3637364778013479
G8-1,488,32,0.3652033738136892
G8-1,488,33,0.3665271930996341
G8-1,488,34,0.36834951149293105
G8-1,488,35,0.37048349987179996
G8-1,488,36,0.37330143457419046
G8-1,488,37,0.3764806038056371
G8-1,488,38,0.3802499258249598
G8-1,488,39,0.38454098605183856
G8-1,488,40,0.3892579494225375
G8-1,TRANS,0,8.079827668573571
G8-1,TRANS,1,8.07807467141932
G8-1,TRANS,2,8.073809427937446
G8-1,TRANS,3,8.073325064065724
G8-1,TRANS,4,8.07546482329367
G8-1,TRANS,5,8.076951777716918
G8-1,TRANS,6,8.074672147343993
G8-1,TRANS,7,8.078002455132388
G8-1,TRANS,8,8.077238681840857
G8-1,TRANS,9,8.074855420038679
G8-1,TRANS,10,8.074285201457167
G8-1,TRANS,11,8.0714306969242
G8-1,TRANS,12,8.067492403101783
G8-1,TRANS,13,8.064677831835478
G8-1,TRANS,14,8.05935823052868
G8-1,TRANS,15,8.062987191155157
G8-1,TRANS,16,8.051651861231639
G8-1,TRANS,17,8.057033039357028
G8-1,TRANS,18,8.053013191142503
G8-1,TRANS,19,8.050205535624137
G8-1,TRANS,20,8.043157091691352
G8-1,TRANS,21,8.046239842495458
G8-1,TRANS,22,8.040350752912383
G8-1,TRANS,23,8.046892884355323
G8-1,TRANS,24,8.041226174384477
G8-1,TRANS,25,8.047882547825578
G8-1,TRANS,26,8.043894536535879
G8-1,TRANS,27,8.035535174255276
G8-1,TRANS,28,8.041472373288306
G8-1,TRANS,29,8.036130897256358
G8-1,TRANS,30,8.032159324248664
G8-1,TRANS,31,8.031448521710725
G8-1,TRANS,32,8.022595725176993
G8-1,TRANS,33,8.026479088052994
G8-1,TRANS,34,8.019845388682834
G8-1,TRANS,35,8.013201535256794
G8-1,TRANS,36,8.011508445722102
G8-1,TRANS,37,8.013544945108835
G8-1,TRANS,38,8.006867034784529
G8-1,TRANS,39,8.000037482734394
G8-1,TRANS,40,8.006579559524106
G8-1,555,0,2.864187067904966
G8-1,555,1,2.1660170845739066
G8-1,555,2,2.1092856207380537
G8-1,555,3,2.0379445863682126
G8-1,555,4,1.9896534398218926
G8-1,555,5,2.0695004120142997
G8-1,555,6,2.1695176881974993
G8-1,555,7,2.20299951587931
G8-1,555,8,2.2250542428259905
G8-1,555,9,2.265297503385455
G8-1,555,10,2.3121776154192233
G8-1,555,11,2.3493330155584884
G8-1,555,12,2.3837030148569966
G8-1,555,13,2.40466409476522
G8-1,555,14,2.408700364693162
G8-1,555,15,2.42605062765291
G8-1,555,16,2.45606110909539
G8-1,555,17,2.4684288588946157
G8-1,555,18,2.4834193814748944
G8-1,555,19,2.5061340089449926
G8-1,555,20,2.5267468119207037
G8-1,555,21,2.5586863029642823
G8-1,555,22,2.579637755329266
G8-1,555,23,2.59109353610192
G8-1,555,24,2.6133407762774326
G8-1,555,25,2.6363842068281778
G8-1,555,26,2.652397034106907
G8-1,555,27,2.6742035074830746
G8-1,555,28,2.6876855963545174
G8-1,555,29,2.7200288525817027
G8-1,555,30,2.76336236752338
G8-1,555,31,2.804668106498464
G8-1,555,32,2.8409187709830377
G8-1,555,33,2.8509478897198077
G8-1,555,34,2.8891711765187633
G8-1,555,35,2.9263224068330826
G8-1,555,36,2.965970139082207
G8-1,555,37,3.0068647557456982
G8-1,555,38,3.060817940642421
G8-1,555,39,3.1189906062671025
G8-1,555,40,3.180948189118625
D5-1,405,0,1.7684799837674199
D5-1,405,1,1.0000316532441966
D5-1,405,2,0.8689123263062725
D5-1,405,3,0.8589033434732647
D5-1,405,4,0.9042060870809916
D5-1,405,5,1.0793914262837372
D5-1,405,6,1.5299870100104325
D5-1,405,7,2.0084861953947293
D5-1,405,8,2.2912870771288185
D5-1,405,9,2.5548453716471964
D5-1,405,10,2.7998080159997705
D5-1,640,0,1.864448093302907
D5-1,640,1,1.0401580638143588
D5-1,640,2,0.8341508921787675
D5-1,640,3,0.7534590024493326
D5-1,640,4,0.7185927688358191
D5-1,640,5,0.7003704399422306
D5-1,640,6,0.6943137028038832
D5-1,640,7,0.7099012847952109
D5-1,640,8,0.745678660959385
D5-1,640,9,0.8158057104618781
D5-1,640,10,0.9279133093410735
D5-1,488,0,2.5538987617752644
D5-1,488,1,0.8798531082108444
D5-1,488,2,0.5191014845275771
D5-1,488,3,0.4889884002981307
D5-1,488,4,0.5108115797383296
D5-1,488,5,0.5364918245894343
D5-1,488,6,0.5746174937570373
D5-1,488,7,0.5817764954676709
D5-1,488,8,0.5832340953119002
D5-1,488,9,0.5991103818334472
D5-1,488,10,0.6391711105077134
D5-1,TRANS,0,7.882450410245627
D5-1,TRANS,1,7.972242028937165
D5-1,TRANS,2,7.987059143327692
D5-1,TRANS,3,7.948569773118474
D5-1,TRANS,4,7.9435066646438806
D5-1,TRANS,5,7.953439539179258
D5-1,TRANS,6,7.973901224257981
D5-1,TRANS,7,7.98414001382997
D5-1,TRANS,8,7.9985503973532674
D5-1,TRANS,9,8.006484471112794
D5-1,TRANS,10,8.012903779330571
D5-1,555,0,3.673190299851494
D5-1,555,1,2.795789406110531
D5-1,555,2,2.46473966998899
D5-1,555,3,2.6560119362860655
D5-1,555,4,2.7567929049862046
D5-1,555,5,2.845034705571377
D5-1,555,6,3.1271971508563667
D5-1,555,7,3.6288753076844897
D5-1,555,8,4.5729678480752165
D5-1,555,9,5.4086451309673285
D5-1,555,10,5.833139579920686
F8-1,555,0,2.556471657198981
F8-1,555,1,2.5025571878851745
F8-1,555,2,2.4491612432953622
F8-1,555,3,2.4023070505526714
F8-1,555,4,2.375341400244772
F8-1,555,5,2.3994961239171047
F8-1,555,6,2.398987541316183
F8-1,555,7,2.398358655856555
F8-1,555,8,2.403000138256378
F8-1,555,9,2.3927020848026745
F8-1,555,10,2.3962110110004726
F8-1,555,11,2.3991517236211917
F8-1,555,12,2.414203016073105
F8-1,555,13,2.442812312499527
F8-1,555,14,2.478373320402534
F8-1,555,15,2.508857749087848
F8-1,555,16,2.5279026859728533
F8-1,555,17,2.554617260647053
F8-1,555,18,2.586657838953692
F8-1,555,19,2.6280893107415917
F8-1,555,20,2.673413150675742
F8-1,555,21,2.7192213294342484
F8-1,555,22,2.770831751878826
F8-1,640,0,2.8824422432349945
F8-1,640,1,3.1433998674859436
F8-1,640,2,3.222326987617211
F8-1,640,3,3.2196558505601103
F8-1,640,4,3.197893263981779
F8-1,640,5,3.1489753313696482
F8-1,640,6,3.096889609618976
F8-1,640,7,3.045782187362542
F8-1,640,8,3.025298709075606
F8-1,640,9,3.046427024171849
F8-1,640,10,3.113758014237828
F8-1,640,11,3.202320916614623
F8-1,640,12,3.295635970013879
F8-1,640,13,3.391264078805406
F8-1,640,14,3.4898781428092707
F8-1,640,15,3.5760388888763974
F8-1,640,16,3.6477525901827508
F8-1,640,17,3.7196146813243174
F8-1,640,18,3.789773608443684
F8-1,640,19,3.8807587961602756
F8-1,640,20,4.008468930845726
F8-1,640,21,4.143052591420176
F8-1,640,22,4.261673070847873
F8-1,405,0,2.5659154720508113
F8-1,405,1,2.416789489961463
F8-1,405,2,2.1039670030989024
F8-1,405,3,1.7842795633135846
F8-1,405,4,1.5724660969858584
F8-1,405,5,1.4172238670081116
F8-1,405,6,1.3321355038751148
F8-1,405,7,1.290577270361112
F8-1,405,8,1.2673595820636252
F8-1,405,9,1.246557897238399
F8-1,405,10,1.2315538273778597
F8-1,405,11,1.2504938067742393
F8-1,405,12,1.3077094907199893
F8-1,405,13,1.3857666862363724
F8-1,405,14,1.4591661524805883
F8-1,405,15,1.5367648700128447
F8-1,405,16,1.6366385196564763
F8-1,405,17,1.7383637264071894
F8-1,405,18,1.8367144347685398
F8-1,405,19,1.9216353701161908
F8-1,405,20,2.0045510102218973
F8-1,405,21,2.0840279336840486
F8-1,405,22,2.1621604740219436
F8-1,488,0,1.0139056664948944
F8-1,488,1,0.9974742679340866
F8-1,488,2,0.9839409241007143
F8-1,488,3,0.9721145432144199
F8-1,488,4,0.9606969133202842
F8-1,488,5,0.9486211979275132
F8-1,488,6,0.9382782677016865
F8-1,488,7,0.9279605685384448
F8-1,488,8,0.9171268275395023
F8-1,488,9,0.908607370126569
F8-1,488,10,0.9011176749011328
F8-1,488,11,0.89481027976124
F8-1,488,12,0.8897719657419221
F8-1,488,13,0.8864957211732494
F8-1,488,14,0.883650582635282
F8-1,488,15,0.8814004926383676
F8-1,488,16,0.8797475653209552
F8-1,488,17,0.8789566306140358
F8-1,488,18,0.8794483076239754
F8-1,488,19,0.8804787591850028
F8-1,488,20,0.8804062839140258
F8-1,488,21,0.8796066452208435
F8-1,488,22,0.8804203024974301
F8-1,TRANS,0,8.053721505468818
F8-1,TRANS,1,8.03293196037503
F8-1,TRANS,2,8.020861098713107
F8-1,TRANS,3,8.01189580915248
F8-1,TRANS,4,7.992696069773727
F8-1,TRANS,5,7.987161866033002
F8-1,TRANS,6,7.966822107701782
F8-1,TRANS,7,7.933388032214595
F8-1,TRANS,8,7.932041095169148
F8-1,TRANS,9,7.922713613847485
F8-1,TRANS,10,7.913594663696293
F8-1,TRANS,11,7.912940788656576
F8-1,TRANS,12,7.920660251612142
F8-1,TRANS,13,7.9195203129566165
F8-1,TRANS,14,7.912044035784359
F8-1,TRANS,15,7.911399386265403
F8-1,TRANS,16,7.916330940317778
F8-1,TRANS,17,7.913123281991281
F8-1,TRANS,18,7.916291831894099
F8-1,TRANS,19,7.917714686236109
F8-1,TRANS,20,7.916234327186848
F8-1,TRANS,21,7.924785600323633
F8-1,TRANS,22,7.9297701146769155
G11-1,640,0,4.0182796018291755
G11-1,640,1,3.7681009053902583
G11-1,640,2,3.5777298551688217
G11-1,640,3,3.458714069640573
G11-1,640,4,3.370169707985742
G11-1,640,5,3.3541063195403726
G11-1,640,6,3.3688500667477705
G11-1,640,7,3.4149510630856152
G11-1,640,8,3.47316439867984
G11-1,640,9,3.5542064200497894
G11-1,640,10,3.662967957851574
G11-1,640,11,3.7777067530400466
G11-1,640,12,3.8812612833144553
G11-1,640,13,4.024553132139703
G11-1,640,14,4.179118742812544
G11-1,640,15,4.312005208473785
G11-1,640,16,4.429298877865759
G11-1,640,17,4.546935997026332
G11-1,640,18,4.6348505721352105
G11-1,TRANS,0,8.106620394995407
G11-1,TRANS,1,8.091531196784608
G11-1,TRANS,2,8.095101642824199
G11-1,TRANS,3,8.092208206655648
G11-1,TRANS,4,8.092827673511252
G11-1,TRANS,5,8.095882578983138
G11-1,TRANS,6,8.098320097058048
G11-1,TRANS,7,8.104959682974133
G11-1,TRANS,8,8.10316223255573
G11-1,TRANS,9,8.093344083668562
G11-1,TRANS,10,8.089296018821004
G11-1,TRANS,11,8.077853057976073
G11-1,TRANS,12,8.079323257741612
G11-1,TRANS,13,8.07921064762535
G11-1,TRANS,14,8.084363479357195
G11-1,TRANS,15,8.08357522147627
G11-1,TRANS,16,8.079437826266947
G11-1,TRANS,17,8.088001145364029
G11-1,TRANS,18,8.086968931398312
G11-1,555,0,4.108226009835357
G11-1,555,1,4.208197085678043
G11-1,555,2,4.179342415908743
G11-1,555,3,4.180393204756475
G11-1,555,4,4.008593128549992
G11-1,555,5,3.260246548695001
G11-1,555,6,2.100282921965868
G11-1,555,7,2.277059285791392
G11-1,555,8,2.8880479285592195
G11-1,555,9,3.1320747720220923
G11-1,555,10,3.213953053412167
G11-1,555,11,3.0815634828086194
G11-1,555,12,2.9347555353973385
G11-1,555,13,3.0857956390663612
G11-1,555,14,3.6264733465581225
G11-1,555,15,4.301715124473353
G11-1,555,16,4.772137834192156
G11-1,555,17,5.046429708980728
G11-1,555,18,5.2582929037499175
G11-1,488,0,0.35788181569544864
G11-1,488,1,0.33732767319942303
G11-1,488,2,0.32431440184667004
G11-1,488,3,0.3137550928405464
G11-1,488,4,0.3063714569098828
G11-1,488,5,0.299909429693898
G11-1,488,6,0.29425348533874
G11-1,488,7,0.293059194610996
G11-1,488,8,0.2933108728634661
G11-1,488,9,0.2939673589772891
G11-1,488,10,0.29588456153935233
G11-1,488,11,0.30158602584746486
G11-1,488,12,0.3127218133432941
G11-1,488,13,0.33031374058178214
G11-1,488,14,0.3547587866918754
G11-1,488,15,0.37996820325526615
G11-1,488,16,0.3991511272969637
G11-1,488,17,0.41369572997820914
G11-1,488,18,0.4279939565050501
G11-1,405,0,2.7479713338901477
G11-1,405,1,2.479615735247872
G11-1,405,2,2.138342703045226
G11-1,405,3,1.9338648960438416
G11-1,405,4,1.8336010838318322
G11-1,405,5,1.7746326456201185
G11-1,405,6,1.6871809530897355
G11-1,405,7,1.4320411517158713
G11-1,405,8,1.3319722488647572
G11-1,405,9,1.3337863266068055
G11-1,405,10,1.387890904211842
G11-1,405,11,1.4938204770144354
G11-1,405,12,1.6959471960589925
G11-1,405,13,1.955465186882524
G11-1,405,14,2.1462533177547343
G11-1,405,15,2.2783252731843047
G11-1,405,16,2.41894758435852
G11-1,405,17,2.5573764186791044
G11-1,405,18,2.659170127969082
G7-1,TRANS,0,8.045805807075041
G7-1,TRANS,1,8.039986296259622
G7-1,TRANS,2,8.037309139324861
G7-1,TRANS,3,8.026781994754947
G7-1,TRANS,4,8.023602859961729
G7-1,TRANS,5,8.02552881808849
G7-1,TRANS,6,8.024238527698623
G7-1,TRANS,7,8.01332854776724
G7-1,TRANS,8,8.008533212975538
G7-1,TRANS,9,8.005862531359282
G7-1,TRANS,10,7.998233920492159
G7-1,TRANS,11,7.995628110015155
G7-1,TRANS,12,7.990246356905438
G7-1,TRANS,13,7.981904928633571
G7-1,TRANS,14,7.978127438587517
G7-1,TRANS,15,7.981336558676525
G7-1,TRANS,16,7.968299944458159
G7-1,TRANS,17,7.967880360907532
G7-1,TRANS,18,7.966657246183361
G7-1,TRANS,19,7.963973078859444
G7-1,TRANS,20,7.9613785982757275
G7-1,TRANS,21,7.9573102643404985
G7-1,TRANS,22,7.957878632459922
G7-1,TRANS,23,7.956134905371867
G7-1,TRANS,24,7.957601543295605
G7-1,555,0,1.3234891748852102
G7-1,555,1,1.2996905566260424
G7-1,555,2,1.3257517831868115
G7-1,555,3,1.3335407568836257
G7-1,555,4,1.3192369194925029
G7-1,555,5,1.309469430905265
G7-1,555,6,1.2967933530122162
G7-1,555,7,1.2883495904274003
G7-1,555,8,1.2819938034000233
G7-1,555,9,1.2826754495136419
G7-1,555,10,1.2773969560511138
G7-1,555,11,1.2654001546110154
G7-1,555,12,1.254242005166429
G7-1,555,13,1.2425173109189362
G7-1,555,14,1.2303633223109602
G7-1,555,15,1.2263502052410507
G7-1,555,16,1.2188879793690426
G7-1,555,17,1.2123166490322999
G7-1,555,18,1.2081737299366795
G7-1,555,19,1.20363557562968
G7-1,555,20,1.2011537066935134
G7-1,555,21,1.2057462801841885
G7-1,555,22,1.2111569411050294
G7-1,555,23,1.2185398125832483
G7-1,555,24,1.2263569475139697
G7-1,640,0,2.5633988215298626
G7-1,640,1,1.6886554456128038
G7-1,640,2,1.5472963833523683
G7-1,640,3,1.5034424623014468
G7-1,640,4,1.4956210516830872
G7-1,640,5,1.5127869655404282
G7-1,640,6,1.5849253573954603
G7-1,640,7,1.6552949765008738
G7-1,640,8,1.693296466075276
G7-1,640,9,1.7018515846161588
G7-1,640,10,1.6969159213563618
G7-1,640,11,1.691139084477326
G7-1,640,12,1.6773659684844473
G7-1,640,13,1.6640812274593075
G7-1,640,14,1.648127520136972
G7-1,640,15,1.6425056662880364
G7-1,640,16,1.642737268060266
G7-1,640,17,1.6428475821285475
G7-1,640,18,1.6469383980440722
G7-1,640,19,1.6494995874206868
G7-1,640,20,1.6542754272148956
G7-1,640,21,1.667847092570625
G7-1,640,22,1.6927979257708807
G7-1,640,23,1.7248080046502838
G7-1,640,24,1.7606751810660026
G7-1,405,0,2.033019960394897
G7-1,405,1,1.5251715147887408
G7-1,405,2,1.263674386420955
G7-1,405,3,1.1984140341934006
G7-1,405,4,1.1898713821299531
G7-1,405,5,1.1985114989642043
G7-1,405,6,1.2300184051336513
G7-1,405,7,1.2781730998680774
G7-1,405,8,1.349368492441574
G7-1,405,9,1.4045242049159647
G7-1,405,10,1.4121980359900257
G7-1,405,11,1.4006972907251845
G7-1,405,12,1.3953122165084786
G7-1,405,13,1.3894316169335035
G7-1,405,14,1.3792656850185823
G7-1,405,15,1.3705798502514779
G7-1,405,16,1.3783637681583778
G7-1,405,17,1.4017235956498861
G7-1,405,18,1.4286368212070224
G7-1,405,19,1.4603440426620884
G7-1,405,20,1.5018605956590756
G7-1,405,21,1.5634855617004013
G7-1,405,22,1.618695006935541
G7-1,405,23,1.6568177446641255
G7-1,405,24,1.6850140203628838
G7-1,488,0,1.6666318190127347
G7-1,488,1,0.9235947176108698
G7-1,488,2,0.7687331010803073
G7-1,488,3,0.7555758550727951
G7-1,488,4,0.7539967071803125
G7-1,488,5,0.7502066469123011
G7-1,488,6,0.7420569119888873
G7-1,488,7,0.7303348545380102
G7-1,488,8,0.7166854374958892
G7-1,488,9,0.7035161398858293
G7-1,488,10,0.694305922968636
G7-1,488,11,0.6828813621049393
G7-1,488,12,0.6723097841144979
G7-1,488,13,0.6645500397739881
G7-1,488,14,0.6564123816075391
G7-1,488,15,0.646928289785352
G7-1,488,16,0.638037721905597
G7-1,488,17,0.6304264278662691
G7-1,488,18,0.6232646180956584
G7-1,488,19,0.614382107631596
G7-1,488,20,0.6066502401437999
G7-1,488,21,0.5999950188973725
G7-1,488,22,0.5925959053601249
G7-1,488,23,0.5853938393146655
G7-1,488,24,0.5782745174401817
E3-2,488,0,0.5576626114753269
E3-2,488,1,0.5376079330856773
E3-2,488,2,0.5261138936161397
E3-2,488,3,0.5167910386375604
E3-2,488,4,0.5065338872584717
E3-2,488,5,0.4969417633371223
E3-2,488,6,0.48621523997558497
E3-2,488,7,0.4746250878401107
E3-2,488,8,0.4653316726428914
E3-2,488,9,0.45786474471988325
E3-2,488,10,0.451886661916016
E3-2,488,11,0.44519743187831207
E3-2,488,12,0.44062995133620286
E3-2,488,13,0.4359838059874408
E3-2,488,14,0.43014521380613746
E3-2,488,15,0.42487244877359964
E3-2,488,16,0.42070876396402834
E3-2,488,17,0.41730230657226014
E3-2,488,18,0.41446528437389096
E3-2,488,19,0.41244181592319573
E3-2,488,20,0.4117450282926389
E3-2,488,21,0.4119212870684981
E3-2,488,22,0.41281728332109374
E3-2,488,23,0.41485761893195766
E3-2,488,24,0.4181609467246961
E3-2,488,25,0.4211765604027177
E3-2,488,26,0.42538060710174536
E3-2,488,27,0.43010206846278637
E3-2,488,28,0.4359943981411501
E3-2,488,29,0.4420338843811646
E3-2,488,30,0.44877234255356957
E3-2,555,0,2.4981810097413226
E3-2,555,1,2.374070732807742
E3-2,555,2,2.3475246803082506
E3-2,555,3,2.3128713373069045
E3-2,555,4,2.297444034057465
E3-2,555,5,2.2495970727120835
E3-2,555,6,2.212294181461007
E3-2,555,7,2.1612851228163192
E3-2,555,8,2.114634255361699
E3-2,555,9,2.0648524569191538
E3-2,555,10,2.027440661012069
E3-2,555,11,2.008568020520431
E3-2,555,12,2.008434484614589
E3-2,555,13,2.013898659606773
E3-2,555,14,2.024456740807697
E3-2,555,15,2.04790335687309
E3-2,555,16,2.060523881095178
E3-2,555,17,2.0690093468920345
E3-2,555,18,2.0765485377782866
E3-2,555,19,2.0746090397677572
E3-2,555,20,2.0730333440924045
E3-2,555,21,2.0744105770091856
E3-2,555,22,2.092131225186953
E3-2,555,23,2.119159159830152
E3-2,555,24,2.1394746529250974
E3-2,555,25,2.1734421454147133
E3-2,555,26,2.220055332742632
E3-2,555,27,2.264780571362231
E3-2,555,28,2.3096577985972737
E3-2,555,29,2.363860507756166
E3-2,555,30,2.4243840947186377
E3-2,640,0,0.8421529108043556
E3-2,640,1,0.8384619234070602
E3-2,640,2,0.8366080548722714
E3-2,640,3,0.827156089114311
E3-2,640,4,0.8153118517752046
E3-2,640,5,0.8010565922207293
E3-2,640,6,0.7807109833058727
E3-2,640,7,0.7574294545840011
E3-2,640,8,0.7368876803084355
E3-2,640,9,0.7226614155301431
E3-2,640,10,0.7065068229406957
E3-2,640,11,0.6960260265172217
E3-2,640,12,0.6958690757571244
E3-2,640,13,0.7029903339338089
E3-2,640,14,0.7132513365811619
E3-2,640,15,0.7223115397656167
E3-2,640,16,0.7289879618641396
E3-2,640,17,0.7346454774054753
E3-2,640,18,0.7409291064943185
E3-2,640,19,0.7453657509453075
E3-2,640,20,0.7479481853454343
E3-2,640,21,0.7503378984553356
E3-2,640,22,0.7539535409665317
E3-2,640,23,0.7605119022782948
E3-2,640,24,0.7707558911988717
E3-2,640,25,0.7841038568936233
E3-2,640,26,0.798345131873915
E3-2,640,27,0.8134524282230275
E3-2,640,28,0.8303433734955775
E3-2,640,29,0.8498511081894944
E3-2,640,30,0.8783081753313344
E3-2,TRANS,0,8.093654311433825
E3-2,TRANS,1,8.088950949613833
E3-2,TRANS,2,8.086782568354826
E3-2,TRANS,3,8.091394457578462
E3-2,TRANS,4,8.08497409711108
E3-2,TRANS,5,8.083074858599346
E3-2,TRANS,6,8.077639117112653
E3-2,TRANS,7,8.083366341297623
E3-2,TRANS,8,8.07947675340074
E3-2,TRANS,9,8.076083601426221
E3-2,TRANS,10,8.067577167133946
E3-2,TRANS,11,8.06986591739233
E3-2,TRANS,12,8.062723364811411
E3-2,TRANS,13,8.071911370478805
E3-2,TRANS,14,8.069757428846238
E3-2,TRANS,15,8.069681563710413
E3-2,TRANS,16,8.071085971614213
E3-2,TRANS,17,8.073451505292715
E3-2,TRANS,18,8.073193036524758
E3-2,TRANS,19,8.071091234968002
E3-2,TRANS,20,8.080324089031016
E3-2,TRANS,21,8.074600378453251
E3-2,TRANS,22,8.074131314967715
E3-2,TRANS,23,8.064860828885339
E3-2,TRANS,24,8.06252483306944
E3-2,TRANS,25,8.066871920784275
E3-2,TRANS,26,8.066923121146655
E3-2,TRANS,27,8.064403347794864
E3-2,TRANS,28,8.073023770864964
E3-2,TRANS,29,8.06547341986433
E3-2,TRANS,30,8.064804814529886
E3-2,405,0,1.9017470450499425
E3-2,405,1,1.6443585795836637
E3-2,405,2,1.4059287558462503
E3-2,405,3,1.2394894029038017
E3-2,405,4,1.1627440193928067
E3-2,405,5,1.125599364634179
E3-2,405,6,1.111003800748328
E3-2,405,7,1.1078943549815283
E3-2,405,8,1.1066423816601005
E3-2,405,9,1.13998473606956
E3-2,405,10,1.1778493185856798
E3-2,405,11,1.1759651251275653
E3-2,405,12,1.14339345217681
E3-2,405,13,1.1057250540232395
E3-2,405,14,1.0794442404878755
E3-2,405,15,1.064789096244184
E3-2,405,16,1.069026189979075
E3-2,405,17,1.0787430263648927
E3-2,405,18,1.0921117174793427
E3-2,405,19,1.1059493527365534
E3-2,405,20,1.1337931283115128
E3-2,405,21,1.1752996474760868
E3-2,405,22,1.218733679068414
E3-2,405,23,1.2639492404361046
E3-2,405,24,1.3129427025933258
E3-2,405,25,1.36647103139473
E3-2,405,26,1.4227427248469422
E3-2,405,27,1.4732233750852701
E3-2,405,28,1.5214207561835416
E3-2,405,29,1.5721036388285479
E3-2,405,30,1.6237682021073048
C11-2,TRANS,0,8.059539210633085
C11-2,TRANS,1,8.065465336189154
C11-2,TRANS,2,8.06582607933189
C11-2,TRANS,3,8.070164892712157
C11-2,TRANS,4,8.070421048519933
C11-2,TRANS,5,8.064229984592984
C11-2,TRANS,6,8.064010426597038
C11-2,TRANS,7,8.06262430285226
C11-2,TRANS,8,8.069579279893142
C11-2,TRANS,9,8.06538540078374
C11-2,TRANS,10,8.067023909249416
C11-2,TRANS,11,8.069375997138922
C11-2,TRANS,12,8.06647187241789
C11-2,TRANS,13,8.064984923367447
C11-2,TRANS,14,8.068451288879144
